,Breast(C50)-Male age 0-85+,,,,,,,,age 0-4,,,,,,,,age 5-9,,,,,,,,age 10-14,,,,,,,,age 15-19,,,,,,,,age 20-24,,,,,,,,age 25-29,,,,,,,,age 30-34,,,,,,,,age 35-39,,,,,,,age 40-44,,,,,,,,,age 45-49,,,,,,,age 50-54,,,,,,,,age 55-59,,,,,,,,age 60-64,,,,,,,,age 65-69,,,,,,,,age 70-74,,,,,,,,age 75-79,,,,,,,,age 80-84,,,,,,,,age 85+,,,,,,,,
Continent,Population,Cases,Crude Rate,Std Dev,ASR ,(W),Cumulative Rate,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR(W) ,Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,,https://ci5.iarc.fr/CI5-XI/Pages/summary_table_site_sel.aspx
Europe," Italy, Veneto",63,1.70,0.21,0.80,0.110,..," Italy, Veneto",0,0.00,0.00,0.00,0.00,0.000,0.000," Italy, Veneto",0,0.00,0.00,0.00,0.00,0.000,0.000," Italy, Veneto",0,0.00,0.00,0.00,0.00,0.000,0.000," Italy, Veneto",0,0.00,0.00,0.00,0.00,0.000,0.000," Italy, Veneto",0,0.00,0.00,0.00,0.00,0.000,0.000," Italy, Veneto",0,0.00,0.00,0.00,0.00,0.000,0.000," Italy, Veneto",0,0.00,0.00,0.00,0.00,0.000,0.000," Italy, Veneto",0,0.00,0.00,0.00,0.00,0.000,0.000," Italy, Veneto",2,0.60,0.42,0.60,0.42,0.000,0.002," Italy, Veneto",3,1.00,0.57,1.00,0.57,0.000,0.003," Italy, Veneto",3,1.20,0.67,1.20,0.67,0.010,0.003," Italy, Veneto",10,4.20,1.33,4.20,1.33,0.020,0.007," Italy, Veneto",9,3.90,1.30,3.90,1.30,0.020,0.006," Italy, Veneto",7,3.40,1.29,3.40,1.29,0.020,0.006," Italy, Veneto",10,5.70,1.81,5.70,1.81,0.030,0.009," Italy, Veneto",8,6.20,2.18,6.20,2.18,0.030,0.011," Italy, Veneto",6,6.90,2.80,6.90,2.80,0.030,0.014," Italy, Veneto",5,8.80,3.92,8.80,3.92,..,,
Europe, Latvia,22,0.80,0.17,0.50,0.110,.., Latvia,0,0.00,0.00,0.00,0.00,0.000,0.000, Latvia,0,0.00,0.00,0.00,0.00,0.000,0.000, Latvia,0,0.00,0.00,0.00,0.00,0.000,0.000, Latvia,0,0.00,0.00,0.00,0.00,0.000,0.000, Latvia,0,0.00,0.00,0.00,0.00,0.000,0.000, Latvia,0,0.00,0.00,0.00,0.00,0.000,0.000, Latvia,1,0.50,0.49,0.50,0.49,0.000,0.002, Latvia,0,0.00,0.00,0.00,0.00,0.000,0.000, Latvia,1,0.50,0.49,0.50,0.49,0.000,0.002, Latvia,0,0.00,0.00,0.00,0.00,0.000,0.000, Latvia,2,0.90,0.66,0.90,0.66,0.000,0.003, Latvia,1,0.60,0.57,0.60,0.57,0.000,0.003, Latvia,3,2.00,1.15,2.00,1.15,0.010,0.006, Latvia,3,2.50,1.45,2.50,1.45,0.010,0.007, Latvia,5,4.30,1.94,4.30,1.94,0.020,0.010, Latvia,4,5.60,2.80,5.60,2.80,0.030,0.014, Latvia,0,0.00,0.00,0.00,0.00,0.000,0.000, Latvia,2,10.60,7.49,10.60,7.49,..,,
Europe, Lithuania,70,1.00,0.12,0.60,0.080,.., Lithuania,0,0.00,0.00,0.00,0.00,0.000,0.000, Lithuania,0,0.00,0.00,0.00,0.00,0.000,0.000, Lithuania,0,0.00,0.00,0.00,0.00,0.000,0.000, Lithuania,0,0.00,0.00,0.00,0.00,0.000,0.000, Lithuania,0,0.00,0.00,0.00,0.00,0.000,0.000, Lithuania,0,0.00,0.00,0.00,0.00,0.000,0.000, Lithuania,0,0.00,0.00,0.00,0.00,0.000,0.000, Lithuania,3,0.60,0.34,0.60,0.34,0.000,0.002, Lithuania,3,0.60,0.32,0.60,0.32,0.000,0.002, Lithuania,3,0.50,0.30,0.50,0.30,0.000,0.002, Lithuania,7,1.30,0.50,1.30,0.50,0.010,0.003, Lithuania,6,1.40,0.59,1.40,0.59,0.010,0.003, Lithuania,9,2.60,0.88,2.60,0.88,0.010,0.004, Lithuania,8,2.70,0.95,2.70,0.95,0.010,0.005, Lithuania,12,4.60,1.32,4.60,1.32,0.020,0.007, Lithuania,10,5.20,1.63,5.20,1.63,0.030,0.008, Lithuania,5,4.40,1.96,4.40,1.96,0.020,0.010, Lithuania,4,7.30,3.63,7.30,3.63,..,,
Europe, Malta,10,1.00,0.31,0.60,0.190,.., Malta,0,0.00,0.00,0.00,0.00,0.000,0.000, Malta,0,0.00,0.00,0.00,0.00,0.000,0.000, Malta,0,0.00,0.00,0.00,0.00,0.000,0.000, Malta,0,0.00,0.00,0.00,0.00,0.000,0.000, Malta,0,0.00,0.00,0.00,0.00,0.000,0.000, Malta,0,0.00,0.00,0.00,0.00,0.000,0.000, Malta,0,0.00,0.00,0.00,0.00,0.000,0.000, Malta,1,1.40,1.41,1.40,1.41,0.010,0.007, Malta,0,0.00,0.00,0.00,0.00,0.000,0.000, Malta,0,0.00,0.00,0.00,0.00,0.000,0.000, Malta,1,1.30,1.32,1.30,1.32,0.010,0.007, Malta,2,2.80,1.95,2.80,1.95,0.010,0.010, Malta,3,4.10,2.34,4.10,2.34,0.020,0.012, Malta,3,6.10,3.51,6.10,3.51,0.030,0.018, Malta,0,0.00,0.00,0.00,0.00,0.000,0.000, Malta,0,0.00,0.00,0.00,0.00,0.000,0.000, Malta,0,0.00,0.00,0.00,0.00,0.000,0.000, Malta,0,0.00,0.00,0.00,0.00,..,,
Europe,*The Netherlands,456,1.10,0.05,0.60,0.030,..,*The Netherlands,0,0.00,0.00,0.00,0.00,0.000,0.000,*The Netherlands,0,0.00,0.00,0.00,0.00,0.000,0.000,*The Netherlands,0,0.00,0.00,0.00,0.00,0.000,0.000,*The Netherlands,0,0.00,0.00,0.00,0.00,0.000,0.000,*The Netherlands,0,0.00,0.00,0.00,0.00,0.000,0.000,*The Netherlands,0,0.00,0.00,0.00,0.00,0.000,0.000,*The Netherlands,2,0.10,0.06,0.10,0.06,0.000,0.000,*The Netherlands,4,0.10,0.07,0.10,0.07,0.000,0.000,*The Netherlands,9,0.30,0.09,0.30,0.09,0.000,0.000,*The Netherlands,21,0.60,0.14,0.60,0.14,0.000,0.001,*The Netherlands,23,0.80,0.16,0.80,0.16,0.000,0.001,*The Netherlands,32,1.20,0.21,1.20,0.21,0.010,0.001,*The Netherlands,75,2.80,0.33,2.80,0.33,0.010,0.002,*The Netherlands,75,3.80,0.44,3.80,0.44,0.020,0.002,*The Netherlands,69,4.60,0.56,4.60,0.56,0.020,0.003,*The Netherlands,55,5.10,0.68,5.10,0.68,0.030,0.003,*The Netherlands,60,8.80,1.13,8.80,1.13,0.040,0.006,*The Netherlands,31,7.10,1.28,7.10,1.28,..,,
Europe, Norway,105,0.90,0.08,0.50,0.050,.., Norway,0,0.00,0.00,0.00,0.00,0.000,0.000, Norway,0,0.00,0.00,0.00,0.00,0.000,0.000, Norway,0,0.00,0.00,0.00,0.00,0.000,0.000, Norway,0,0.00,0.00,0.00,0.00,0.000,0.000, Norway,0,0.00,0.00,0.00,0.00,0.000,0.000, Norway,0,0.00,0.00,0.00,0.00,0.000,0.000, Norway,0,0.00,0.00,0.00,0.00,0.000,0.000, Norway,1,0.10,0.11,0.10,0.11,0.000,0.001, Norway,4,0.40,0.21,0.40,0.21,0.000,0.001, Norway,4,0.50,0.23,0.50,0.23,0.000,0.001, Norway,6,0.70,0.30,0.70,0.30,0.000,0.002, Norway,11,1.50,0.44,1.50,0.44,0.010,0.002, Norway,19,2.60,0.60,2.60,0.60,0.010,0.003, Norway,15,2.70,0.71,2.70,0.71,0.010,0.004, Norway,17,4.50,1.09,4.50,1.09,0.020,0.005, Norway,12,4.10,1.18,4.10,1.18,0.020,0.006, Norway,7,3.20,1.20,3.20,1.20,0.020,0.006, Norway,9,5.30,1.75,5.30,1.75,..,,
Europe," Poland, Kielce",15,0.50,0.12,0.30,0.070,..," Poland, Kielce",0,0.00,0.00,0.00,0.00,0.000,0.000," Poland, Kielce",0,0.00,0.00,0.00,0.00,0.000,0.000," Poland, Kielce",0,0.00,0.00,0.00,0.00,0.000,0.000," Poland, Kielce",0,0.00,0.00,0.00,0.00,0.000,0.000," Poland, Kielce",0,0.00,0.00,0.00,0.00,0.000,0.000," Poland, Kielce",0,0.00,0.00,0.00,0.00,0.000,0.000," Poland, Kielce",0,0.00,0.00,0.00,0.00,0.000,0.000," Poland, Kielce",0,0.00,0.00,0.00,0.00,0.000,0.000," Poland, Kielce",0,0.00,0.00,0.00,0.00,0.000,0.000," Poland, Kielce",0,0.00,0.00,0.00,0.00,0.000,0.000," Poland, Kielce",0,0.00,0.00,0.00,0.00,0.000,0.000," Poland, Kielce",3,1.30,0.73,1.30,0.73,0.010,0.004," Poland, Kielce",2,1.10,0.79,1.10,0.79,0.010,0.004," Poland, Kielce",1,0.90,0.93,0.90,0.93,0.000,0.005," Poland, Kielce",5,5.10,2.29,5.10,2.29,0.030,0.011," Poland, Kielce",2,2.50,1.77,2.50,1.77,0.010,0.009," Poland, Kielce",1,2.00,1.98,2.00,1.98,0.010,0.010," Poland, Kielce",1,3.80,3.78,3.80,3.78,..,,
Europe," Poland, Lower Silesia",51,0.70,0.10,0.50,0.070,..," Poland, Lower Silesia",0,0.00,0.00,0.00,0.00,0.000,0.000," Poland, Lower Silesia",0,0.00,0.00,0.00,0.00,0.000,0.000," Poland, Lower Silesia",0,0.00,0.00,0.00,0.00,0.000,0.000," Poland, Lower Silesia",0,0.00,0.00,0.00,0.00,0.000,0.000," Poland, Lower Silesia",0,0.00,0.00,0.00,0.00,0.000,0.000," Poland, Lower Silesia",0,0.00,0.00,0.00,0.00,0.000,0.000," Poland, Lower Silesia",0,0.00,0.00,0.00,0.00,0.000,0.000," Poland, Lower Silesia",0,0.00,0.00,0.00,0.00,0.000,0.000," Poland, Lower Silesia",1,0.20,0.23,0.20,0.23,0.000,0.001," Poland, Lower Silesia",3,0.60,0.37,0.60,0.37,0.000,0.002," Poland, Lower Silesia",3,0.50,0.30,0.50,0.30,0.000,0.002," Poland, Lower Silesia",7,1.20,0.46,1.20,0.46,0.010,0.002," Poland, Lower Silesia",14,3.30,0.89,3.30,0.89,0.020,0.004," Poland, Lower Silesia",6,2.70,1.11,2.70,1.11,0.010,0.006," Poland, Lower Silesia",4,2.10,1.03,2.10,1.03,0.010,0.005," Poland, Lower Silesia",7,4.50,1.72,4.50,1.72,0.020,0.009," Poland, Lower Silesia",3,3.20,1.86,3.20,1.86,0.020,0.009," Poland, Lower Silesia",3,6.00,3.45,6.00,3.45,..,,
Europe,"*Poland, Lublin",40,0.80,0.12,0.50,0.080,..,"*Poland, Lublin",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Poland, Lublin",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Poland, Lublin",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Poland, Lublin",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Poland, Lublin",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Poland, Lublin",1,0.20,0.21,0.20,0.21,0.000,0.001,"*Poland, Lublin",1,0.20,0.24,0.20,0.24,0.000,0.001,"*Poland, Lublin",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Poland, Lublin",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Poland, Lublin",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Poland, Lublin",3,0.80,0.44,0.80,0.44,0.000,0.002,"*Poland, Lublin",5,1.40,0.61,1.40,0.61,0.010,0.003,"*Poland, Lublin",8,2.90,1.04,2.90,1.04,0.010,0.005,"*Poland, Lublin",5,2.80,1.25,2.80,1.25,0.010,0.006,"*Poland, Lublin",6,3.80,1.56,3.80,1.56,0.020,0.008,"*Poland, Lublin",7,5.50,2.09,5.50,2.09,0.030,0.010,"*Poland, Lublin",3,3.70,2.11,3.70,2.11,0.020,0.011,"*Poland, Lublin",1,2.30,2.34,2.30,2.34,..,,
Europe," Poland, Podkarpackie",40,0.80,0.12,0.50,0.090,..," Poland, Podkarpackie",0,0.00,0.00,0.00,0.00,0.000,0.000," Poland, Podkarpackie",0,0.00,0.00,0.00,0.00,0.000,0.000," Poland, Podkarpackie",0,0.00,0.00,0.00,0.00,0.000,0.000," Poland, Podkarpackie",0,0.00,0.00,0.00,0.00,0.000,0.000," Poland, Podkarpackie",0,0.00,0.00,0.00,0.00,0.000,0.000," Poland, Podkarpackie",0,0.00,0.00,0.00,0.00,0.000,0.000," Poland, Podkarpackie",0,0.00,0.00,0.00,0.00,0.000,0.000," Poland, Podkarpackie",0,0.00,0.00,0.00,0.00,0.000,0.000," Poland, Podkarpackie",1,0.30,0.29,0.30,0.29,0.000,0.001," Poland, Podkarpackie",4,1.10,0.56,1.10,0.56,0.010,0.003," Poland, Podkarpackie",8,2.10,0.76,2.10,0.76,0.010,0.004," Poland, Podkarpackie",2,0.60,0.42,0.60,0.42,0.000,0.002," Poland, Podkarpackie",6,2.40,0.98,2.40,0.98,0.010,0.005," Poland, Podkarpackie",2,1.20,0.88,1.20,0.88,0.010,0.004," Poland, Podkarpackie",8,5.30,1.88,5.30,1.88,0.030,0.009," Poland, Podkarpackie",3,2.50,1.47,2.50,1.47,0.010,0.007," Poland, Podkarpackie",6,8.40,3.45,8.40,3.45,0.040,0.017," Poland, Podkarpackie",0,0.00,0.00,0.00,0.00,..,,
Europe, Greater Poland,54,0.60,0.09,0.50,0.060,.., Greater Poland,0,0.00,0.00,0.00,0.00,0.000,0.000, Greater Poland,0,0.00,0.00,0.00,0.00,0.000,0.000, Greater Poland,0,0.00,0.00,0.00,0.00,0.000,0.000, Greater Poland,0,0.00,0.00,0.00,0.00,0.000,0.000, Greater Poland,0,0.00,0.00,0.00,0.00,0.000,0.000, Greater Poland,0,0.00,0.00,0.00,0.00,0.000,0.000, Greater Poland,1,0.10,0.14,0.10,0.14,0.000,0.001, Greater Poland,1,0.20,0.16,0.20,0.16,0.000,0.001, Greater Poland,1,0.20,0.19,0.20,0.19,0.000,0.001, Greater Poland,4,0.70,0.37,0.70,0.37,0.000,0.002, Greater Poland,2,0.30,0.23,0.30,0.23,0.000,0.001, Greater Poland,6,1.00,0.42,1.00,0.42,0.010,0.002, Greater Poland,7,1.50,0.57,1.50,0.57,0.010,0.003, Greater Poland,9,3.50,1.17,3.50,1.17,0.020,0.006, Greater Poland,7,3.20,1.22,3.20,1.22,0.020,0.006, Greater Poland,10,6.00,1.91,6.00,1.91,0.030,0.010, Greater Poland,5,5.10,2.28,5.10,2.28,0.030,0.011, Greater Poland,1,1.90,1.89,1.90,1.89,..,,
Europe," Portugal, Azores",5,1.00,0.46,0.70,0.320,..," Portugal, Azores",0,0.00,0.00,0.00,0.00,0.000,0.000," Portugal, Azores",0,0.00,0.00,0.00,0.00,0.000,0.000," Portugal, Azores",0,0.00,0.00,0.00,0.00,0.000,0.000," Portugal, Azores",0,0.00,0.00,0.00,0.00,0.000,0.000," Portugal, Azores",0,0.00,0.00,0.00,0.00,0.000,0.000," Portugal, Azores",0,0.00,0.00,0.00,0.00,0.000,0.000," Portugal, Azores",0,0.00,0.00,0.00,0.00,0.000,0.000," Portugal, Azores",0,0.00,0.00,0.00,0.00,0.000,0.000," Portugal, Azores",0,0.00,0.00,0.00,0.00,0.000,0.000," Portugal, Azores",0,0.00,0.00,0.00,0.00,0.000,0.000," Portugal, Azores",0,0.00,0.00,0.00,0.00,0.000,0.000," Portugal, Azores",0,0.00,0.00,0.00,0.00,0.000,0.000," Portugal, Azores",0,0.00,0.00,0.00,0.00,0.000,0.000," Portugal, Azores",2,12.20,8.65,12.20,8.65,0.060,0.043," Portugal, Azores",1,7.40,7.39,7.40,7.39,0.040,0.037," Portugal, Azores",0,0.00,0.00,0.00,0.00,0.000,0.000," Portugal, Azores",2,32.20,22.80,32.20,22.80,0.160,0.114," Portugal, Azores",0,0.00,0.00,0.00,0.00,..,,
Europe," Russian Federation, Arkhangelsk",11,0.40,0.12,0.40,0.120,..," Russian Federation, Arkhangelsk",0,0.00,0.00,0.00,0.00,0.000,0.000," Russian Federation, Arkhangelsk",0,0.00,0.00,0.00,0.00,0.000,0.000," Russian Federation, Arkhangelsk",0,0.00,0.00,0.00,0.00,0.000,0.000," Russian Federation, Arkhangelsk",0,0.00,0.00,0.00,0.00,0.000,0.000," Russian Federation, Arkhangelsk",0,0.00,0.00,0.00,0.00,0.000,0.000," Russian Federation, Arkhangelsk",0,0.00,0.00,0.00,0.00,0.000,0.000," Russian Federation, Arkhangelsk",0,0.00,0.00,0.00,0.00,0.000,0.000," Russian Federation, Arkhangelsk",0,0.00,0.00,0.00,0.00,0.000,0.000," Russian Federation, Arkhangelsk",1,0.50,0.51,0.50,0.51,0.000,0.003," Russian Federation, Arkhangelsk",2,0.90,0.61,0.90,0.61,0.000,0.003," Russian Federation, Arkhangelsk",2,0.80,0.59,0.80,0.59,0.000,0.003," Russian Federation, Arkhangelsk",1,0.50,0.50,0.50,0.50,0.000,0.002," Russian Federation, Arkhangelsk",1,0.80,0.83,0.80,0.83,0.000,0.004," Russian Federation, Arkhangelsk",3,4.10,2.37,4.10,2.37,0.020,0.012," Russian Federation, Arkhangelsk",0,0.00,0.00,0.00,0.00,0.000,0.000," Russian Federation, Arkhangelsk",0,0.00,0.00,0.00,0.00,0.000,0.000," Russian Federation, Arkhangelsk",0,0.00,0.00,0.00,0.00,0.000,0.000," Russian Federation, Arkhangelsk",1,14.90,14.87,14.90,14.87,..,,
Europe," Russian Federation, Chelyabinsk",45,0.60,0.08,0.40,0.060,..," Russian Federation, Chelyabinsk",0,0.00,0.00,0.00,0.00,0.000,0.000," Russian Federation, Chelyabinsk",0,0.00,0.00,0.00,0.00,0.000,0.000," Russian Federation, Chelyabinsk",0,0.00,0.00,0.00,0.00,0.000,0.000," Russian Federation, Chelyabinsk",0,0.00,0.00,0.00,0.00,0.000,0.000," Russian Federation, Chelyabinsk",0,0.00,0.00,0.00,0.00,0.000,0.000," Russian Federation, Chelyabinsk",0,0.00,0.00,0.00,0.00,0.000,0.000," Russian Federation, Chelyabinsk",0,0.00,0.00,0.00,0.00,0.000,0.000," Russian Federation, Chelyabinsk",0,0.00,0.00,0.00,0.00,0.000,0.000," Russian Federation, Chelyabinsk",0,0.00,0.00,0.00,0.00,0.000,0.000," Russian Federation, Chelyabinsk",3,0.50,0.29,0.50,0.29,0.000,0.001," Russian Federation, Chelyabinsk",3,0.50,0.28,0.50,0.28,0.000,0.001," Russian Federation, Chelyabinsk",12,2.20,0.64,2.20,0.64,0.010,0.003," Russian Federation, Chelyabinsk",7,2.00,0.74,2.00,0.74,0.010,0.004," Russian Federation, Chelyabinsk",6,2.70,1.10,2.70,1.10,0.010,0.006," Russian Federation, Chelyabinsk",6,2.40,0.96,2.40,0.96,0.010,0.005," Russian Federation, Chelyabinsk",6,4.50,1.82,4.50,1.82,0.020,0.009," Russian Federation, Chelyabinsk",2,2.50,1.74,2.50,1.74,0.010,0.009," Russian Federation, Chelyabinsk",0,0.00,0.00,0.00,0.00,..,,
Europe,"*Russian Federation, Karelia",7,0.50,0.18,0.40,0.140,..,"*Russian Federation, Karelia",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Russian Federation, Karelia",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Russian Federation, Karelia",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Russian Federation, Karelia",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Russian Federation, Karelia",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Russian Federation, Karelia",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Russian Federation, Karelia",2,1.60,1.11,1.60,1.11,0.010,0.006,"*Russian Federation, Karelia",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Russian Federation, Karelia",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Russian Federation, Karelia",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Russian Federation, Karelia",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Russian Federation, Karelia",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Russian Federation, Karelia",1,1.50,1.54,1.50,1.54,0.010,0.008,"*Russian Federation, Karelia",1,2.80,2.75,2.80,2.75,0.010,0.014,"*Russian Federation, Karelia",1,2.40,2.45,2.40,2.45,0.010,0.012,"*Russian Federation, Karelia",2,8.30,5.84,8.30,5.84,0.040,0.029,"*Russian Federation, Karelia",0,0.00,0.00,0.00,0.00,0.000,0.000,"*Russian Federation, Karelia",0,0.00,0.00,0.00,0.00,..,,
Europe," Russian Federation, Samara",45,0.60,0.09,0.40,0.070,..," Russian Federation, Samara",0,0.00,0.00,0.00,0.00,0.000,0.000," Russian Federation, Samara",0,0.00,0.00,0.00,0.00,0.000,0.000," Russian Federation, Samara",0,0.00,0.00,0.00,0.00,0.000,0.000," Russian Federation, Samara",0,0.00,0.00,0.00,0.00,0.000,0.000," Russian Federation, Samara",0,0.00,0.00,0.00,0.00,0.000,0.000," Russian Federation, Samara",0,0.00,0.00,0.00,0.00,0.000,0.000," Russian Federation, Samara",0,0.00,0.00,0.00,0.00,0.000,0.000," Russian Federation, Samara",2,0.40,0.25,0.40,0.25,0.000,0.001," Russian Federation, Samara",0,0.00,0.00,0.00,0.00,0.000,0.000," Russian Federation, Samara",5,0.90,0.40,0.90,0.40,0.000,0.002," Russian Federation, Samara",2,0.40,0.25,0.40,0.25,0.000,0.001," Russian Federation, Samara",6,1.20,0.50,1.20,0.50,0.010,0.003," Russian Federation, Samara",10,2.90,0.92,2.90,0.92,0.010,0.005," Russian Federation, Samara",5,2.20,1.00,2.20,1.00,0.010,0.005," Russian Federation, Samara",6,2.50,1.04,2.50,1.04,0.010,0.005," Russian Federation, Samara",5,4.20,1.87,4.20,1.87,0.020,0.009," Russian Federation, Samara",4,5.10,2.57,5.10,2.57,0.030,0.013," Russian Federation, Samara",0,0.00,0.00,0.00,0.00,..,,
Europe, Slovakia,75,0.90,0.11,0.70,0.080,.., Slovakia,0,0.00,0.00,0.00,0.00,0.000,0.000, Slovakia,0,0.00,0.00,0.00,0.00,0.000,0.000, Slovakia,0,0.00,0.00,0.00,0.00,0.000,0.000, Slovakia,0,0.00,0.00,0.00,0.00,0.000,0.000, Slovakia,0,0.00,0.00,0.00,0.00,0.000,0.000, Slovakia,0,0.00,0.00,0.00,0.00,0.000,0.000, Slovakia,1,0.10,0.14,0.10,0.14,0.000,0.001, Slovakia,1,0.20,0.16,0.20,0.16,0.000,0.001, Slovakia,2,0.40,0.26,0.40,0.26,0.000,0.001, Slovakia,1,0.20,0.18,0.20,0.18,0.000,0.001, Slovakia,10,1.70,0.54,1.70,0.54,0.010,0.003, Slovakia,9,1.70,0.56,1.70,0.56,0.010,0.003, Slovakia,12,3.20,0.92,3.20,0.92,0.020,0.005, Slovakia,8,3.00,1.05,3.00,1.05,0.010,0.005, Slovakia,11,5.70,1.72,5.70,1.72,0.030,0.009, Slovakia,9,6.20,2.06,6.20,2.06,0.030,0.010, Slovakia,7,8.30,3.12,8.30,3.12,0.040,0.016, Slovakia,4,8.10,4.05,8.10,4.05,..,,
Europe, Slovenia,61,1.20,0.15,0.70,0.090,.., Slovenia,0,0.00,0.00,0.00,0.00,0.000,0.000, Slovenia,0,0.00,0.00,0.00,0.00,0.000,0.000, Slovenia,0,0.00,0.00,0.00,0.00,0.000,0.000, Slovenia,0,0.00,0.00,0.00,0.00,0.000,0.000, Slovenia,0,0.00,0.00,0.00,0.00,0.000,0.000, Slovenia,0,0.00,0.00,0.00,0.00,0.000,0.000, Slovenia,1,0.20,0.24,0.20,0.24,0.000,0.001, Slovenia,4,1.00,0.51,1.00,0.51,0.010,0.003, Slovenia,0,0.00,0.00,0.00,0.00,0.000,0.000, Slovenia,2,0.50,0.35,0.50,0.35,0.000,0.002, Slovenia,1,0.30,0.25,0.30,0.25,0.000,0.001, Slovenia,8,2.10,0.74,2.10,0.74,0.010,0.004, Slovenia,10,3.50,1.09,3.50,1.09,0.020,0.005, Slovenia,6,2.70,1.08,2.70,1.08,0.010,0.005, Slovenia,13,6.90,1.90,6.90,1.90,0.030,0.010, Slovenia,9,6.50,2.17,6.50,2.17,0.030,0.011, Slovenia,3,..,,..,,..,, Slovenia,4,..,,..,,..,,
Europe," Spain, Albacete",7,1.20,0.44,0.70,0.300,..," Spain, Albacete",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Albacete",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Albacete",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Albacete",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Albacete",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Albacete",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Albacete",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Albacete",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Albacete",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Albacete",1,2.20,2.15,2.20,2.15,0.010,0.011," Spain, Albacete",2,5.50,3.87,5.50,3.87,0.030,0.019," Spain, Albacete",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Albacete",1,3.80,3.81,3.80,3.81,0.020,0.019," Spain, Albacete",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Albacete",1,4.40,4.38,4.40,4.38,0.020,0.022," Spain, Albacete",1,4.60,4.61,4.60,4.61,0.020,0.023," Spain, Albacete",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Albacete",1,10.40,10.38,10.40,10.38,..,,
