,Breast(C50)-Male age 0-85+,,,,,,age 0-4,,,,,age 5-9,,,,,age 10-14,,,,,age 15-19,,,,,age 20-24,,,,,age 25-29,,,,,age 30-34,,,,,age 35-39,,,,age 40-44,,,,,,age 45-49,,,,age 50-54,,,,,age 55-59,,,,,age 60-64,,,,,age 65-69,,,,,age 70-74,,,,,age 75-79,,,,,age 80-84,,,,,age 85+,,,,,https://ci5.iarc.fr/CI5-XI/Pages/summary_table_site_sel.aspx
Continent,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,
South America," Argentina, Entre Rios",1691,78.1 (1.90),62.5 (1.59),..," Argentina, Entre Rios",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Argentina, Entre Rios",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Argentina, Entre Rios",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Argentina, Entre Rios",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Argentina, Entre Rios",3,1.8 (1.02),1.8 (1.02),0.01 (0.005)," Argentina, Entre Rios",10,6.3 (1.99),6.3 (1.99),0.03 (0.010)," Argentina, Entre Rios",28,17.9 (3.38),17.9 (3.38),0.09 (0.017)," Argentina, Entre Rios",61,43.7 (5.59),43.7 (5.59),0.22 (0.028)," Argentina, Entre Rios",113,91.4 (8.60),91.4 (8.60),0.46 (0.043)," Argentina, Entre Rios",177,148.6 (11.17),148.6 (11.17),0.74 (0.056)," Argentina, Entre Rios",161,144.4 (11.38),144.4 (11.38),0.72 (0.057)," Argentina, Entre Rios",202,199.6 (14.04),199.6 (14.04),1.00 (0.070)," Argentina, Entre Rios",205,229.2 (16.01),229.2 (16.01),1.15 (0.080)," Argentina, Entre Rios",193,256.4 (18.46),256.4 (18.46),1.28 (0.092)," Argentina, Entre Rios",173,277.4 (21.09),277.4 (21.09),1.39 (0.105)," Argentina, Entre Rios",163,318.5 (24.95),318.5 (24.95),1.59 (0.125)," Argentina, Entre Rios",107,..,..,..," Argentina, Entre Rios",95,..,..,..,
South America," Argentina, Cordoba",3750,105.1 (1.72),84.0 (1.44),..," Argentina, Cordoba",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Argentina, Cordoba",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Argentina, Cordoba",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Argentina, Cordoba",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Argentina, Cordoba",7,2.1 (0.80),2.1 (0.80),0.01 (0.004)," Argentina, Cordoba",19,6.1 (1.40),6.1 (1.40),0.03 (0.007)," Argentina, Cordoba",67,24.2 (2.96),24.2 (2.96),0.12 (0.015)," Argentina, Cordoba",116,49.5 (4.60),49.5 (4.60),0.25 (0.023)," Argentina, Cordoba",228,114.5 (7.59),114.5 (7.59),0.57 (0.038)," Argentina, Cordoba",367,192.0 (10.02),192.0 (10.02),0.96 (0.050)," Argentina, Cordoba",400,221.4 (11.07),221.4 (11.07),1.11 (0.055)," Argentina, Cordoba",437,252.4 (12.07),252.4 (12.07),1.26 (0.060)," Argentina, Cordoba",503,325.0 (14.49),325.0 (14.49),1.63 (0.072)," Argentina, Cordoba",468,369.1 (17.06),369.1 (17.06),1.85 (0.085)," Argentina, Cordoba",411,403.4 (19.90),403.4 (19.90),2.02 (0.099)," Argentina, Cordoba",329,375.3 (20.69),375.3 (20.69),1.88 (0.103)," Argentina, Cordoba",231,..,..,..," Argentina, Cordoba",167,..,..,..,
South America," Argentina, Mendoza",3953,89.2 (1.42),73.8 (1.22),..," Argentina, Mendoza",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Argentina, Mendoza",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Argentina, Mendoza",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Argentina, Mendoza",2,0.5 (0.36),0.5 (0.36),0.00 (0.002)," Argentina, Mendoza",3,0.8 (0.47),0.8 (0.47),0.00 (0.002)," Argentina, Mendoza",24,6.9 (1.41),6.9 (1.41),0.03 (0.007)," Argentina, Mendoza",46,14.6 (2.15),14.6 (2.15),0.07 (0.011)," Argentina, Mendoza",141,51.2 (4.32),51.2 (4.32),0.26 (0.022)," Argentina, Mendoza",270,109.5 (6.66),109.5 (6.66),0.55 (0.033)," Argentina, Mendoza",354,148.7 (7.90),148.7 (7.90),0.74 (0.040)," Argentina, Mendoza",408,181.0 (8.96),181.0 (8.96),0.90 (0.045)," Argentina, Mendoza",458,212.7 (9.94),212.7 (9.94),1.06 (0.050)," Argentina, Mendoza",558,308.9 (13.08),308.9 (13.08),1.54 (0.065)," Argentina, Mendoza",495,335.4 (15.08),335.4 (15.08),1.68 (0.075)," Argentina, Mendoza",396,336.4 (16.90),336.4 (16.90),1.68 (0.085)," Argentina, Mendoza",362,362.7 (19.06),362.7 (19.06),1.81 (0.095)," Argentina, Mendoza",254,303.3 (19.03),303.3 (19.03),1.52 (0.095)," Argentina, Mendoza",182,367.9 (27.27),367.9 (27.27),..,
South America," Argentina, Tierra del Fuego",153,47.5 (3.84),51.2 (4.31),..," Argentina, Tierra del Fuego",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Argentina, Tierra del Fuego",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Argentina, Tierra del Fuego",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Argentina, Tierra del Fuego",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Argentina, Tierra del Fuego",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Argentina, Tierra del Fuego",2,7.1 (5.04),7.1 (5.04),0.04 (0.025)," Argentina, Tierra del Fuego",7,24.6 (9.31),24.6 (9.31),0.12 (0.047)," Argentina, Tierra del Fuego",11,44.9 (13.54),44.9 (13.54),0.22 (0.068)," Argentina, Tierra del Fuego",9,41.6 (13.88),41.6 (13.88),0.21 (0.069)," Argentina, Tierra del Fuego",29,133.5 (24.80),133.5 (24.80),0.67 (0.124)," Argentina, Tierra del Fuego",33,190.6 (33.18),190.6 (33.18),0.95 (0.166)," Argentina, Tierra del Fuego",21,171.6 (37.45),171.6 (37.45),0.86 (0.187)," Argentina, Tierra del Fuego",18,220.7 (52.03),220.7 (52.03),1.10 (0.260)," Argentina, Tierra del Fuego",6,114.7 (46.84),114.7 (46.84),0.57 (0.234)," Argentina, Tierra del Fuego",4,112.2 (56.10),112.2 (56.10),0.56 (0.281)," Argentina, Tierra del Fuego",6,250.0 (102.06),250.0 (102.06),1.25 (0.510)," Argentina, Tierra del Fuego",5,315.5 (141.08),315.5 (141.08),1.58 (0.705)," Argentina, Tierra del Fuego",2,186.0 (131.55),186.0 (131.55),..,
South America," Brazil, Aracaju",915,60.7 (2.01),58.8 (1.99),..," Brazil, Aracaju",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Brazil, Aracaju",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Brazil, Aracaju",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Brazil, Aracaju",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Brazil, Aracaju",2,1.4 (0.96),1.4 (0.96),0.01 (0.005)," Brazil, Aracaju",13,8.4 (2.33),8.4 (2.33),0.04 (0.012)," Brazil, Aracaju",26,18.7 (3.66),18.7 (3.66),0.09 (0.018)," Brazil, Aracaju",43,36.6 (5.58),36.6 (5.58),0.18 (0.028)," Brazil, Aracaju",98,90.6 (9.15),90.6 (9.15),0.45 (0.046)," Brazil, Aracaju",136,142.5 (12.22),142.5 (12.22),0.71 (0.061)," Brazil, Aracaju",114,146.7 (13.74),146.7 (13.74),0.73 (0.069)," Brazil, Aracaju",107,168.6 (16.30),168.6 (16.30),0.84 (0.081)," Brazil, Aracaju",113,233.1 (21.93),233.1 (21.93),1.17 (0.110)," Brazil, Aracaju",69,201.3 (24.24),201.3 (24.24),1.01 (0.121)," Brazil, Aracaju",85,326.8 (35.44),326.8 (35.44),1.63 (0.177)," Brazil, Aracaju",29,156.2 (29.01),156.2 (29.01),0.78 (0.145)," Brazil, Aracaju",44,330.9 (49.88),330.9 (49.88),1.65 (0.249)," Brazil, Aracaju",36,302.0 (50.34),302.0 (50.34),..,
South America," Brazil, Curitiba",2528,67.3 (1.34),56.5 (1.14),..," Brazil, Curitiba",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Brazil, Curitiba",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Brazil, Curitiba",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Brazil, Curitiba",1,0.3 (0.34),0.3 (0.34),0.00 (0.002)," Brazil, Curitiba",6,1.9 (0.76),1.9 (0.76),0.01 (0.004)," Brazil, Curitiba",19,5.4 (1.25),5.4 (1.25),0.03 (0.006)," Brazil, Curitiba",67,20.2 (2.47),20.2 (2.47),0.10 (0.012)," Brazil, Curitiba",154,52.1 (4.20),52.1 (4.20),0.26 (0.021)," Brazil, Curitiba",246,87.2 (5.56),87.2 (5.56),0.44 (0.028)," Brazil, Curitiba",338,125.5 (6.83),125.5 (6.83),0.63 (0.034)," Brazil, Curitiba",317,136.5 (7.67),136.5 (7.67),0.68 (0.038)," Brazil, Curitiba",309,162.5 (9.25),162.5 (9.25),0.81 (0.046)," Brazil, Curitiba",310,214.3 (12.17),214.3 (12.17),1.07 (0.061)," Brazil, Curitiba",242,232.6 (14.95),232.6 (14.95),1.16 (0.075)," Brazil, Curitiba",196,244.1 (17.44),244.1 (17.44),1.22 (0.087)," Brazil, Curitiba",159,265.8 (21.08),265.8 (21.08),1.33 (0.105)," Brazil, Curitiba",90,225.0 (23.72),225.0 (23.72),1.13 (0.119)," Brazil, Curitiba",74,246.8 (28.69),246.8 (28.69),..,
South America," Brazil, Florianopolis",665,104.5 (4.05),86.6 (3.41),..," Brazil, Florianopolis",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Brazil, Florianopolis",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Brazil, Florianopolis",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Brazil, Florianopolis",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Brazil, Florianopolis",1,1.8 (1.76),1.8 (1.77),0.01 (0.009)," Brazil, Florianopolis",9,14.2 (4.74),14.2 (4.75),0.07 (0.024)," Brazil, Florianopolis",27,47.4 (9.12),47.5 (9.14),0.24 (0.046)," Brazil, Florianopolis",38,78.6 (12.76),78.8 (12.78),0.39 (0.064)," Brazil, Florianopolis",83,178.0 (19.54),178.3 (19.57),0.89 (0.098)," Brazil, Florianopolis",90,192.2 (20.26),192.5 (20.29),0.96 (0.101)," Brazil, Florianopolis",86,213.9 (23.06),214.2 (23.10),1.07 (0.115)," Brazil, Florianopolis",89,263.5 (27.93),263.9 (27.98),1.32 (0.140)," Brazil, Florianopolis",71,282.1 (33.48),282.5 (33.53),1.41 (0.168)," Brazil, Florianopolis",59,342.0 (44.52),342.5 (44.59),1.71 (0.223)," Brazil, Florianopolis",43,320.7 (48.90),321.1 (48.97),1.61 (0.245)," Brazil, Florianopolis",33,341.1 (59.38),341.6 (59.47),1.71 (0.297)," Brazil, Florianopolis",20,308.7 (69.03),309.2 (69.13),1.55 (0.346)," Brazil, Florianopolis",15,257.7 (66.55),258.1 (66.65),..,
South America,"*Brazil, Goiania",1876,55.0 (1.27),51.4 (1.21),..,"*Brazil, Goiania",1,0.5 (0.47),0.5 (0.47),0.00 (0.002),"*Brazil, Goiania",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*Brazil, Goiania",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*Brazil, Goiania",1,0.4 (0.36),0.4 (0.36),0.00 (0.002),"*Brazil, Goiania",9,2.8 (0.92),2.8 (0.92),0.01 (0.005),"*Brazil, Goiania",20,5.7 (1.28),5.7 (1.29),0.03 (0.006),"*Brazil, Goiania",86,26.9 (2.90),26.9 (2.90),0.13 (0.015),"*Brazil, Goiania",100,37.1 (3.71),37.2 (3.72),0.19 (0.019),"*Brazil, Goiania",193,77.3 (5.57),77.4 (5.57),0.39 (0.028),"*Brazil, Goiania",265,116.3 (7.14),116.4 (7.15),0.58 (0.036),"*Brazil, Goiania",246,127.1 (8.10),127.1 (8.10),0.64 (0.041),"*Brazil, Goiania",249,161.0 (10.20),161.0 (10.21),0.81 (0.051),"*Brazil, Goiania",205,176.5 (12.33),176.6 (12.34),0.88 (0.062),"*Brazil, Goiania",209,256.8 (17.77),257.0 (17.78),1.28 (0.089),"*Brazil, Goiania",119,189.9 (17.41),190.0 (17.42),0.95 (0.087),"*Brazil, Goiania",76,178.8 (20.51),178.9 (20.52),0.89 (0.103),"*Brazil, Goiania",52,..,..,..,"*Brazil, Goiania",44,..,..,..,
South America," Brazil, Jau",198,58.4 (4.15),44.0 (3.23),..," Brazil, Jau",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Brazil, Jau",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Brazil, Jau",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Brazil, Jau",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Brazil, Jau",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Brazil, Jau",1,3.3 (3.31),3.3 (3.31),0.02 (0.017)," Brazil, Jau",4,14.5 (7.23),14.5 (7.23),0.07 (0.036)," Brazil, Jau",11,43.9 (13.22),43.9 (13.22),0.22 (0.066)," Brazil, Jau",14,57.0 (15.25),57.0 (15.25),0.29 (0.076)," Brazil, Jau",23,95.3 (19.87),95.3 (19.87),0.48 (0.099)," Brazil, Jau",23,104.2 (21.73),104.2 (21.73),0.52 (0.109)," Brazil, Jau",27,151.0 (29.06),151.0 (29.06),0.76 (0.145)," Brazil, Jau",23,172.0 (35.86),172.0 (35.86),0.86 (0.179)," Brazil, Jau",15,143.5 (37.05),143.5 (37.05),0.72 (0.185)," Brazil, Jau",13,147.6 (40.93),147.6 (40.93),0.74 (0.205)," Brazil, Jau",24,327.3 (66.81),327.3 (66.81),1.64 (0.334)," Brazil, Jau",11,216.3 (65.22),216.3 (65.22),1.08 (0.326)," Brazil, Jau",9,277.4 (92.48),277.4 (92.48),..,
South America," Brazil, Pocos de Caldas",207,66.3 (4.61),53.3 (3.76),..," Brazil, Pocos de Caldas",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Brazil, Pocos de Caldas",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Brazil, Pocos de Caldas",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Brazil, Pocos de Caldas",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Brazil, Pocos de Caldas",1,3.9 (3.88),3.9 (3.88),0.02 (0.019)," Brazil, Pocos de Caldas",2,7.4 (5.20),7.4 (5.20),0.04 (0.026)," Brazil, Pocos de Caldas",7,27.0 (10.21),27.0 (10.21),0.14 (0.051)," Brazil, Pocos de Caldas",9,38.6 (12.86),38.6 (12.86),0.19 (0.064)," Brazil, Pocos de Caldas",16,72.2 (18.06),72.2 (18.06),0.36 (0.090)," Brazil, Pocos de Caldas",25,116.1 (23.22),116.1 (23.22),0.58 (0.116)," Brazil, Pocos de Caldas",17,84.4 (20.47),84.4 (20.47),0.42 (0.102)," Brazil, Pocos de Caldas",23,131.6 (27.45),131.6 (27.45),0.66 (0.137)," Brazil, Pocos de Caldas",38,290.3 (47.09),290.3 (47.09),1.45 (0.235)," Brazil, Pocos de Caldas",19,194.5 (44.62),194.5 (44.62),0.97 (0.223)," Brazil, Pocos de Caldas",23,295.6 (61.63),295.6 (61.63),1.48 (0.308)," Brazil, Pocos de Caldas",8,140.6 (49.72),140.6 (49.72),0.70 (0.249)," Brazil, Pocos de Caldas",7,181.6 (68.63),181.6 (68.63),0.91 (0.343)," Brazil, Pocos de Caldas",12,395.1 (114.06),395.1 (114.06),..,
South America,"*Chile, Antofagasta",278,34.2 (2.05),31.7 (1.93),..,"*Chile, Antofagasta",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*Chile, Antofagasta",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*Chile, Antofagasta",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*Chile, Antofagasta",1,1.4 (1.42),1.4 (1.42),0.01 (0.007),"*Chile, Antofagasta",1,1.5 (1.48),1.5 (1.48),0.01 (0.007),"*Chile, Antofagasta",1,1.6 (1.55),1.6 (1.55),0.01 (0.008),"*Chile, Antofagasta",7,10.9 (4.11),10.9 (4.11),0.05 (0.021),"*Chile, Antofagasta",14,23.1 (6.17),23.1 (6.17),0.12 (0.031),"*Chile, Antofagasta",15,26.5 (6.83),26.5 (6.83),0.13 (0.034),"*Chile, Antofagasta",39,70.3 (11.25),70.3 (11.25),0.35 (0.056),"*Chile, Antofagasta",44,91.2 (13.75),91.2 (13.75),0.46 (0.069),"*Chile, Antofagasta",39,105.7 (16.93),105.7 (16.93),0.53 (0.085),"*Chile, Antofagasta",31,111.6 (20.04),111.6 (20.04),0.56 (0.100),"*Chile, Antofagasta",32,155.2 (27.44),155.2 (27.44),0.78 (0.137),"*Chile, Antofagasta",24,155.3 (31.71),155.3 (31.71),0.78 (0.159),"*Chile, Antofagasta",12,102.8 (29.67),102.8 (29.67),0.51 (0.148),"*Chile, Antofagasta",12,..,..,..,"*Chile, Antofagasta",6,..,..,..,
South America," Chile, Bio Bio",399,41.5 (2.08),32.7 (1.67),..," Chile, Bio Bio",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Chile, Bio Bio",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Chile, Bio Bio",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Chile, Bio Bio",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Chile, Bio Bio",1,1.3 (1.28),1.3 (1.28),0.01 (0.006)," Chile, Bio Bio",4,5.5 (2.76),5.5 (2.76),0.03 (0.014)," Chile, Bio Bio",11,16.4 (4.95),16.4 (4.95),0.08 (0.025)," Chile, Bio Bio",20,30.1 (6.73),30.1 (6.73),0.15 (0.034)," Chile, Bio Bio",28,40.5 (7.65),40.5 (7.65),0.20 (0.038)," Chile, Bio Bio",53,81.0 (11.13),81.0 (11.13),0.41 (0.056)," Chile, Bio Bio",46,80.1 (11.81),80.1 (11.81),0.40 (0.059)," Chile, Bio Bio",49,103.0 (14.71),103.0 (14.71),0.51 (0.074)," Chile, Bio Bio",36,89.8 (14.97),89.8 (14.97),0.45 (0.075)," Chile, Bio Bio",43,128.1 (19.53),128.1 (19.53),0.64 (0.098)," Chile, Bio Bio",39,155.9 (24.96),155.9 (24.96),0.78 (0.125)," Chile, Bio Bio",31,166.7 (29.95),166.7 (29.95),0.83 (0.150)," Chile, Bio Bio",24,..,..,..," Chile, Bio Bio",14,..,..,..,
South America," Chile, Concepcion",798,51.4 (1.82),40.9 (1.47),..," Chile, Concepcion",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Chile, Concepcion",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Chile, Concepcion",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Chile, Concepcion",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Chile, Concepcion",1,0.7 (0.70),0.7 (0.70),0.00 (0.004)," Chile, Concepcion",4,3.4 (1.72),3.4 (1.72),0.02 (0.009)," Chile, Concepcion",18,17.4 (4.11),17.4 (4.11),0.09 (0.021)," Chile, Concepcion",37,32.6 (5.36),32.6 (5.36),0.16 (0.027)," Chile, Concepcion",57,47.4 (6.28),47.4 (6.28),0.24 (0.031)," Chile, Concepcion",90,78.6 (8.28),78.6 (8.28),0.39 (0.041)," Chile, Concepcion",102,104.0 (10.30),104.0 (10.30),0.52 (0.052)," Chile, Concepcion",104,133.1 (13.06),133.1 (13.06),0.67 (0.065)," Chile, Concepcion",102,163.6 (16.20),163.6 (16.20),0.82 (0.081)," Chile, Concepcion",94,187.8 (19.37),187.8 (19.37),0.94 (0.097)," Chile, Concepcion",63,158.5 (19.96),158.5 (19.96),0.79 (0.100)," Chile, Concepcion",60,210.0 (27.12),210.0 (27.12),1.05 (0.136)," Chile, Concepcion",31,..,..,..," Chile, Concepcion",35,..,..,..,
South America,"*Chile, Valdivia",405,42.6 (2.12),32.8 (1.67),..,"*Chile, Valdivia",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*Chile, Valdivia",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*Chile, Valdivia",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*Chile, Valdivia",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*Chile, Valdivia",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*Chile, Valdivia",2,2.9 (2.02),2.9 (2.02),0.01 (0.010),"*Chile, Valdivia",7,11.2 (4.24),11.2 (4.24),0.06 (0.021),"*Chile, Valdivia",14,22.3 (5.96),22.3 (5.96),0.11 (0.030),"*Chile, Valdivia",34,51.9 (8.90),51.9 (8.90),0.26 (0.045),"*Chile, Valdivia",49,72.1 (10.30),72.1 (10.30),0.36 (0.052),"*Chile, Valdivia",49,83.0 (11.85),83.0 (11.85),0.41 (0.059),"*Chile, Valdivia",51,105.9 (14.83),105.9 (14.83),0.53 (0.074),"*Chile, Valdivia",52,127.6 (17.69),127.6 (17.69),0.64 (0.088),"*Chile, Valdivia",44,130.1 (19.61),130.1 (19.61),0.65 (0.098),"*Chile, Valdivia",39,143.0 (22.89),143.0 (22.89),0.71 (0.114),"*Chile, Valdivia",23,108.1 (22.54),108.1 (22.54),0.54 (0.113),"*Chile, Valdivia",21,..,..,..,"*Chile, Valdivia",20,..,..,..,
South America," Colombia, Cali",2972,50.8 (0.93),44.5 (0.83),..," Colombia, Cali",1,0.2 (0.23),0.2 (0.23),0.00 (0.001)," Colombia, Cali",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Colombia, Cali",1,0.2 (0.21),0.2 (0.21),0.00 (0.001)," Colombia, Cali",3,0.6 (0.35),0.6 (0.35),0.00 (0.002)," Colombia, Cali",13,2.6 (0.72),2.6 (0.73),0.01 (0.004)," Colombia, Cali",36,7.3 (1.21),7.3 (1.21),0.04 (0.006)," Colombia, Cali",76,16.7 (1.92),16.8 (1.93),0.08 (0.010)," Colombia, Cali",140,33.9 (2.87),34.1 (2.88),0.17 (0.014)," Colombia, Cali",238,57.1 (3.70),57.3 (3.72),0.29 (0.019)," Colombia, Cali",423,104.3 (5.07),104.8 (5.10),0.52 (0.025)," Colombia, Cali",393,113.5 (5.72),114.0 (5.75),0.57 (0.029)," Colombia, Cali",384,139.3 (7.11),139.9 (7.14),0.70 (0.036)," Colombia, Cali",340,161.4 (8.76),162.2 (8.80),0.81 (0.044)," Colombia, Cali",291,183.5 (10.76),184.4 (10.81),0.92 (0.054)," Colombia, Cali",230,176.5 (11.64),177.3 (11.69),0.89 (0.058)," Colombia, Cali",188,198.0 (14.44),198.9 (14.51),0.99 (0.073)," Colombia, Cali",102,183.6 (18.18),184.5 (18.26),0.92 (0.091)," Colombia, Cali",99,212.3 (21.34),213.3 (21.44),..,
South America," Colombia, Bucaramanga",1295,46.3 (1.29),41.3 (1.17),..," Colombia, Bucaramanga",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Colombia, Bucaramanga",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Colombia, Bucaramanga",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Colombia, Bucaramanga",1,0.4 (0.40),0.4 (0.40),0.00 (0.002)," Colombia, Bucaramanga",2,0.8 (0.58),0.8 (0.59),0.00 (0.003)," Colombia, Bucaramanga",13,5.5 (1.52),5.5 (1.54),0.03 (0.008)," Colombia, Bucaramanga",39,18.4 (2.95),18.6 (2.99),0.09 (0.015)," Colombia, Bucaramanga",63,32.2 (4.06),32.6 (4.11),0.16 (0.021)," Colombia, Bucaramanga",135,67.1 (5.77),68.0 (5.85),0.34 (0.029)," Colombia, Bucaramanga",150,77.9 (6.36),79.0 (6.45),0.39 (0.032)," Colombia, Bucaramanga",192,121.4 (8.76),123.0 (8.88),0.62 (0.044)," Colombia, Bucaramanga",172,137.3 (10.47),139.1 (10.61),0.70 (0.053)," Colombia, Bucaramanga",143,144.2 (12.06),146.1 (12.22),0.73 (0.061)," Colombia, Bucaramanga",132,171.9 (14.96),174.1 (15.16),0.87 (0.076)," Colombia, Bucaramanga",99,160.4 (16.12),162.5 (16.33),0.81 (0.082)," Colombia, Bucaramanga",70,153.6 (18.35),155.6 (18.60),0.78 (0.093)," Colombia, Bucaramanga",40,..,..,..," Colombia, Bucaramanga",27,..,..,..,
South America,"*Colombia, Manizales",489,48.0 (2.17),37.2 (1.71),..,"*Colombia, Manizales",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*Colombia, Manizales",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*Colombia, Manizales",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*Colombia, Manizales",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*Colombia, Manizales",1,1.1 (1.07),1.1 (1.07),0.01 (0.005),"*Colombia, Manizales",5,6.1 (2.75),6.1 (2.75),0.03 (0.014),"*Colombia, Manizales",8,11.7 (4.13),11.7 (4.13),0.06 (0.021),"*Colombia, Manizales",18,28.0 (6.59),28.0 (6.59),0.14 (0.033),"*Colombia, Manizales",36,48.9 (8.15),48.9 (8.15),0.24 (0.041),"*Colombia, Manizales",77,103.5 (11.79),103.5 (11.79),0.52 (0.059),"*Colombia, Manizales",55,78.8 (10.63),78.8 (10.63),0.39 (0.053),"*Colombia, Manizales",66,111.5 (13.73),111.5 (13.73),0.56 (0.069),"*Colombia, Manizales",72,163.7 (19.30),163.7 (19.30),0.82 (0.096),"*Colombia, Manizales",41,125.0 (19.52),125.0 (19.52),0.63 (0.098),"*Colombia, Manizales",39,149.1 (23.87),149.1 (23.87),0.75 (0.119),"*Colombia, Manizales",29,150.4 (27.93),150.4 (27.93),0.75 (0.140),"*Colombia, Manizales",30,..,..,..,"*Colombia, Manizales",12,..,..,..,
